time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20160702:1900,18.54,45.2,525.1,374.49,215.25,370.2,1.38,120.0,74308.0
20160702:2000,19.17,41.9,421.0,345.01,185.7,371.0,0.69,101.0,74242.0
20160702:2100,18.73,42.75,220.8,206.17,119.3,366.2,0.83,308.0,74257.0
20160702:2200,16.89,52.9,56.8,50.51,43.1,361.0,1.24,286.0,74227.0
20160702:2300,15.1,64.6,0.6,0.0,0.6,358.0,0.97,280.0,74388.0
20160703:0000,13.93,72.0,0.0,-0.0,0.0,360.8,0.41,278.0,74513.0
20160703:0100,13.77,73.5,0.0,-0.0,0.0,365.45,0.07,315.0,74578.0
20160703:0200,13.42,76.05,0.0,-0.0,0.0,367.0,0.14,274.0,74637.0
20160703:0300,13.11,78.8,0.0,-0.0,0.0,369.8,0.14,206.0,74703.0
20160703:0400,12.86,80.95,0.0,-0.0,0.0,374.4,0.21,186.0,74703.0
20160703:0500,12.5,83.75,0.0,-0.0,0.0,374.6,0.28,38.0,74659.0
20160703:0600,11.81,92.1,0.0,-0.0,0.0,375.2,0.55,77.0,74608.0
20160703:0700,11.68,94.3,0.0,-0.0,0.0,379.4,0.48,110.0,74578.0
20160703:0800,11.25,98.3,0.0,-0.0,0.0,367.4,0.55,111.0,74542.0
20160703:0900,11.13,99.2,0.0,-0.0,0.0,368.8,0.9,94.0,74578.0
20160703:1000,11.14,99.55,0.0,-0.0,0.0,374.2,0.83,95.0,74622.0
20160703:1100,11.08,99.6,21.75,0.0,21.75,371.6,0.83,90.0,74659.0
20160703:1200,11.34,98.25,67.7,31.56,59.3,370.6,0.83,112.0,74703.0
20160703:1300,11.84,94.75,168.25,44.99,146.3,372.4,1.31,119.0,74739.0
20160703:1400,13.12,83.65,370.75,193.65,239.35,366.0,1.17,129.0,74732.0
20160703:1500,14.93,69.45,360.25,136.47,247.65,366.8,1.17,133.0,74739.0
20160703:1600,15.7,62.55,264.8,54.38,214.9,373.0,1.1,119.0,74644.0
20160703:1700,16.27,58.35,474.4,172.12,310.95,372.6,1.17,117.0,74564.0
20160703:1800,17.75,51.7,441.6,207.91,250.5,368.8,1.52,123.0,74447.0
20160703:1900,18.06,47.7,481.25,280.39,249.05,364.0,1.66,126.0,74330.0
20160703:2000,18.48,45.8,354.6,294.66,153.4,365.4,1.1,139.0,74271.0
20160703:2100,18.17,45.55,203.5,196.71,106.5,357.2,0.55,166.0,74264.0
20160703:2200,17.28,47.95,80.3,104.25,51.95,359.4,0.48,273.0,74220.0
20160703:2300,15.67,58.15,0.8,0.0,0.8,345.8,0.69,289.0,74337.0
20160704:0000,14.3,68.2,0.0,-0.0,0.0,335.6,0.48,324.0,74483.0
20160704:0100,13.31,82.0,0.0,-0.0,0.0,345.05,0.34,35.0,74556.0
20160704:0200,12.86,77.4,0.0,-0.0,0.0,351.0,0.55,86.0,74622.0
20160704:0300,12.3,78.7,0.0,-0.0,0.0,344.8,0.76,114.0,74688.0
20160704:0400,12.26,77.15,0.0,-0.0,0.0,370.2,0.9,115.0,74681.0
20160704:0500,11.93,77.4,0.0,-0.0,0.0,364.0,0.9,120.0,74637.0
20160704:0600,11.59,77.5,0.0,-0.0,0.0,362.8,0.97,123.0,74622.0
20160704:0700,11.47,79.1,0.0,-0.0,0.0,370.0,1.1,106.0,74564.0
20160704:0800,11.59,77.55,0.0,-0.0,0.0,371.6,0.83,109.0,74535.0
20160704:0900,11.42,78.15,0.0,-0.0,0.0,359.6,0.83,124.0,74542.0
20160704:1000,11.32,78.5,0.0,-0.0,0.0,356.4,0.76,128.0,74564.0
20160704:1100,11.23,79.35,22.6,0.0,22.6,354.0,0.83,112.0,74571.0
20160704:1200,11.77,77.95,95.65,83.06,73.6,350.8,0.83,103.0,74600.0
20160704:1300,12.99,73.2,208.35,82.26,168.25,373.6,0.76,117.0,74637.0
20160704:1400,14.35,66.6,343.5,270.95,159.7,375.6,0.76,142.0,74615.0
20160704:1500,15.8,59.0,453.65,270.49,230.45,368.0,1.1,120.0,74630.0
20160704:1600,17.2,52.4,488.85,237.18,271.15,371.8,1.38,116.0,74535.0
20160704:1700,18.18,48.5,487.1,172.77,322.95,378.0,1.66,121.0,74476.0
20160704:1800,18.74,46.7,349.5,194.83,170.3,379.6,1.31,130.0,74425.0
20160704:1900,17.52,49.25,189.7,91.15,114.15,377.0,1.31,125.0,74337.0
20160704:2000,17.02,50.95,205.75,147.01,105.25,378.0,0.83,174.0,74308.0
20160704:2100,16.82,51.75,101.7,83.11,60.65,376.4,0.83,201.0,74308.0
20160704:2200,15.72,58.0,38.9,78.85,17.4,377.8,1.03,233.0,74330.0
20160704:2300,14.7,64.75,0.45,0.0,0.45,374.4,0.9,239.0,74403.0
20160705:0000,13.82,71.0,0.0,-0.0,0.0,368.0,0.76,237.0,74447.0
20160705:0100,13.36,75.3,0.0,-0.0,0.0,367.45,0.62,223.0,74571.0
20160705:0200,13.06,77.95,0.0,-0.0,0.0,370.0,0.55,188.0,74630.0
20160705:0300,12.91,79.25,0.0,-0.0,0.0,371.6,0.48,177.0,74674.0
20160705:0400,12.78,80.35,0.0,-0.0,0.0,376.2,0.28,163.0,74703.0
20160705:0500,12.64,81.55,0.0,-0.0,0.0,378.4,0.41,109.0,74666.0
20160705:0600,12.57,81.55,0.0,-0.0,0.0,373.4,0.62,92.0,74630.0
20160705:0700,12.26,78.85,0.0,-0.0,0.0,379.6,0.55,159.0,74578.0
20160705:0800,12.22,79.9,0.0,-0.0,0.0,377.0,0.55,116.0,74542.0
20160705:0900,12.14,81.05,0.0,-0.0,0.0,372.8,0.21,162.0,74549.0
20160705:1000,12.12,81.85,0.0,-0.0,0.0,376.0,0.62,134.0,74505.0
20160705:1100,12.21,81.5,15.4,0.0,15.4,376.2,0.62,119.0,74542.0
20160705:1200,12.38,82.0,106.6,162.16,63.65,375.6,0.62,134.0,74578.0
20160705:1300,13.08,78.05,180.9,148.44,108.6,373.4,0.97,139.0,74644.0
20160705:1400,13.83,73.95,185.25,74.39,134.8,372.0,0.97,158.0,74666.0
20160705:1500,14.33,71.35,261.9,84.4,192.25,379.8,0.9,155.0,74666.0
20160705:1600,15.26,66.2,191.6,52.93,143.0,380.6,1.03,151.0,74593.0
20160705:1700,15.17,64.75,375.4,200.76,184.55,386.4,0.76,192.0,74556.0
20160705:1800,16.09,63.2,550.6,383.34,197.75,372.6,0.9,168.0,74447.0
20160705:1900,17.14,53.05,420.45,248.96,213.9,377.0,0.55,174.0,74322.0
20160705:2000,17.55,49.65,228.3,139.82,132.6,375.8,0.48,219.0,74278.0
20160705:2100,16.57,53.55,197.4,219.83,88.65,367.0,1.1,241.0,74293.0
20160705:2200,15.53,58.3,60.3,77.92,39.0,356.0,0.76,254.0,74300.0
20160705:2300,14.44,64.75,0.6,0.0,0.6,345.2,0.69,264.0,74388.0
20160706:0000,13.76,70.05,0.0,-0.0,0.0,350.8,0.41,272.0,74520.0
20160706:0100,13.32,72.35,0.0,-0.0,0.0,351.85,0.07,242.0,74630.0
20160706:0200,12.98,83.25,0.0,-0.0,0.0,358.6,0.21,128.0,74659.0
20160706:0300,12.74,76.05,0.0,-0.0,0.0,366.4,0.34,116.0,74688.0
20160706:0400,12.25,78.95,0.0,-0.0,0.0,360.2,0.48,86.0,74717.0
20160706:0500,12.13,80.0,0.0,-0.0,0.0,367.2,0.48,102.0,74695.0
20160706:0600,11.84,81.1,0.0,-0.0,0.0,359.0,0.48,97.0,74637.0
20160706:0700,12.08,81.65,0.0,-0.0,0.0,373.4,0.69,81.0,74586.0
20160706:0800,12.07,81.7,0.0,-0.0,0.0,375.2,0.48,77.0,74556.0
20160706:0900,11.92,83.05,0.0,-0.0,0.0,375.8,0.21,187.0,74578.0
20160706:1000,11.67,85.5,0.0,-0.0,0.0,375.2,0.34,195.0,74600.0
20160706:1100,11.39,87.2,18.45,0.0,18.45,364.8,0.55,141.0,74630.0
20160706:1200,11.83,84.65,99.95,138.12,63.45,373.8,0.9,123.0,74688.0
20160706:1300,12.77,79.15,227.85,166.63,146.75,372.0,0.83,139.0,74717.0
20160706:1400,14.13,71.15,251.8,98.29,185.15,366.2,0.83,169.0,74725.0
20160706:1500,14.89,66.65,304.05,71.85,244.75,378.6,0.83,180.0,74725.0
20160706:1600,16.05,60.8,413.05,227.16,204.4,373.2,0.9,170.0,74674.0
20160706:1700,16.97,55.75,259.9,42.53,219.45,369.2,1.1,156.0,74644.0
20160706:1800,16.91,54.25,244.05,48.15,199.7,375.8,0.62,158.0,74571.0
20160706:1900,15.12,65.6,203.3,37.57,172.1,378.4,0.76,188.0,74469.0
20160706:2000,15.21,65.7,174.2,56.11,135.75,380.8,0.76,180.0,74432.0
20160706:2100,15.1,65.8,112.35,56.61,84.3,367.8,0.55,192.0,74388.0
20160706:2200,14.97,65.1,44.8,48.35,31.55,374.6,0.55,186.0,74315.0
20160706:2300,14.36,67.9,0.75,0.0,0.75,354.6,0.48,207.0,74374.0
20160707:0000,13.47,73.85,0.0,-0.0,0.0,343.8,0.48,137.0,74513.0
20160707:0100,12.87,76.9,0.0,-0.0,0.0,350.45,0.83,108.0,74549.0
20160707:0200,12.78,77.5,0.0,-0.0,0.0,363.8,0.97,107.0,74652.0
20160707:0300,12.77,77.1,0.0,-0.0,0.0,373.0,1.03,110.0,74666.0
20160707:0400,12.64,77.4,0.0,-0.0,0.0,371.0,1.03,111.0,74695.0
20160707:0500,12.41,78.2,0.0,-0.0,0.0,366.6,0.83,111.0,74644.0
20160707:0600,12.27,78.15,0.0,-0.0,0.0,369.4,0.83,113.0,74630.0
20160707:0700,12.03,82.25,0.0,-0.0,0.0,379.4,0.69,108.0,74549.0
20160707:0800,11.53,87.45,0.0,-0.0,0.0,375.4,0.76,110.0,74571.0
20160707:0900,11.11,93.75,0.0,-0.0,0.0,376.2,1.03,100.0,74549.0
20160707:1000,11.0,95.6,0.0,-0.0,0.0,374.6,0.97,103.0,74564.0
20160707:1100,10.91,96.3,24.65,0.0,24.65,370.4,0.97,106.0,74556.0
20160707:1200,11.34,94.1,105.45,158.34,63.7,361.6,1.1,108.0,74600.0
20160707:1300,12.17,87.5,221.6,214.04,117.5,373.8,1.52,120.0,74652.0
20160707:1400,13.46,77.6,180.0,40.93,152.25,373.0,1.59,128.0,74637.0
20160707:1500,14.11,72.85,320.75,106.23,233.05,376.8,1.45,136.0,74564.0
20160707:1600,15.76,61.05,246.35,40.05,209.55,380.4,2.34,132.0,74498.0
20160707:1700,16.15,58.45,391.8,182.24,218.35,386.8,1.79,141.0,74454.0
20160707:1800,17.27,52.55,409.65,240.11,188.3,383.8,2.41,143.0,74352.0
20160707:1900,18.03,47.4,373.15,272.42,146.7,377.6,2.28,137.0,74271.0
20160707:2000,18.2,45.95,286.1,223.81,132.55,379.0,2.07,137.0,74257.0
20160707:2100,17.84,46.95,164.45,157.78,86.15,379.8,1.38,168.0,74271.0
20160707:2200,17.07,49.15,52.6,98.46,25.55,375.4,1.1,176.0,74242.0
20160707:2300,16.0,54.45,0.65,0.0,0.65,378.0,0.83,184.0,74359.0
20160708:0000,14.97,60.5,0.0,-0.0,0.0,364.0,0.76,151.0,74483.0
20160708:0100,14.19,64.9,0.0,-0.0,0.0,363.05,0.69,148.0,74564.0
20160708:0200,13.78,67.65,0.0,-0.0,0.0,370.6,0.55,139.0,74688.0
20160708:0300,13.57,68.1,0.0,-0.0,0.0,377.6,0.76,132.0,74695.0
20160708:0400,13.15,70.6,0.0,-0.0,0.0,370.0,0.83,129.0,74732.0
20160708:0500,12.84,72.15,0.0,-0.0,0.0,371.6,0.9,140.0,74725.0
20160708:0600,12.43,74.45,0.0,-0.0,0.0,360.0,0.83,141.0,74688.0
20160708:0700,11.79,76.55,0.0,-0.0,0.0,375.0,1.17,115.0,74630.0
20160708:0800,11.6,77.2,0.0,-0.0,0.0,364.6,1.1,113.0,74600.0
20160708:0900,11.39,77.75,0.0,-0.0,0.0,361.0,1.1,104.0,74615.0
20160708:1000,11.27,77.1,0.0,-0.0,0.0,356.8,1.24,104.0,74644.0
20160708:1100,11.1,76.4,27.2,0.0,27.2,350.6,1.24,106.0,74600.0
20160708:1200,11.63,73.35,151.3,236.58,89.05,341.2,1.31,108.0,74659.0
20160708:1300,12.94,66.05,274.7,288.13,134.65,366.2,1.24,119.0,74652.0
20160708:1400,14.3,59.9,415.35,280.18,225.4,366.2,1.38,133.0,74644.0
20160708:1500,15.9,51.65,557.65,427.92,204.3,364.8,2.0,137.0,74542.0
20160708:1600,17.7,42.4,603.05,410.84,225.35,351.0,2.14,153.0,74454.0
20160708:1700,18.75,37.0,796.6,657.55,170.35,357.2,2.14,150.0,74388.0
20160708:1800,19.61,33.45,713.35,597.1,162.45,337.6,1.93,151.0,74308.0
20160708:1900,19.92,31.7,608.75,543.52,156.5,359.0,1.79,150.0,74249.0
20160708:2000,19.79,30.2,390.8,359.0,144.2,353.2,1.59,150.0,74183.0
20160708:2100,18.94,30.5,282.1,404.6,81.0,347.6,0.83,152.0,74198.0
20160708:2200,18.26,31.05,97.65,220.97,36.8,345.2,0.21,195.0,74257.0
20160708:2300,16.9,36.3,0.9,0.0,0.9,337.8,0.41,298.0,74322.0
20160709:0000,15.23,55.35,0.0,-0.0,0.0,335.8,0.34,28.0,74439.0
20160709:0100,13.92,57.3,0.0,-0.0,0.0,341.45,0.62,76.0,74520.0
20160709:0200,12.73,58.8,0.0,-0.0,0.0,326.6,1.03,92.0,74593.0
20160709:0300,11.99,62.0,0.0,-0.0,0.0,326.8,1.24,98.0,74652.0
20160709:0400,11.39,65.05,0.0,-0.0,0.0,325.6,1.31,99.0,74688.0
20160709:0500,11.21,66.45,0.0,-0.0,0.0,336.8,1.24,98.0,74703.0
20160709:0600,11.13,67.25,0.0,-0.0,0.0,343.6,1.31,101.0,74703.0
20160709:0700,10.77,71.35,0.0,-0.0,0.0,338.8,1.38,106.0,74666.0
20160709:0800,10.74,72.1,0.0,-0.0,0.0,355.0,1.45,108.0,74637.0
20160709:0900,10.57,72.65,0.0,-0.0,0.0,363.8,1.45,108.0,74637.0
20160709:1000,10.48,73.35,0.0,-0.0,0.0,363.2,1.52,107.0,74652.0
20160709:1100,10.29,74.35,26.9,0.0,26.9,361.2,1.59,109.0,74637.0
20160709:1200,10.9,71.95,237.5,568.16,88.3,365.8,1.72,112.0,74681.0
20160709:1300,12.63,64.65,486.2,789.34,102.75,336.4,1.52,120.0,74666.0
20160709:1400,15.19,53.7,638.6,771.53,115.55,340.2,1.38,143.0,74637.0
20160709:1500,17.3,44.15,712.05,670.11,158.55,338.2,2.21,133.0,74556.0
20160709:1600,18.73,37.15,821.05,673.89,201.2,341.8,2.0,147.0,74469.0
20160709:1700,20.07,31.3,851.3,697.82,186.25,346.4,2.07,134.0,74381.0
20160709:1800,20.67,30.25,760.3,615.77,191.7,344.8,1.38,132.0,74264.0
20160709:1900,20.39,31.1,697.4,673.54,136.4,356.8,1.86,116.0,74198.0
20160709:2000,20.5,30.1,526.6,609.96,107.1,349.8,1.52,111.0,74140.0
20160709:2100,20.06,30.55,263.55,356.37,86.15,354.0,1.03,106.0,74125.0
20160709:2200,18.91,32.55,100.2,227.9,37.3,349.8,0.07,20.0,74140.0
20160709:2300,17.5,37.2,0.75,0.0,0.75,340.2,0.21,280.0,74220.0
20160710:0000,15.84,61.4,0.0,-0.0,0.0,344.4,0.34,66.0,74366.0
20160710:0100,14.36,53.9,0.0,-0.0,0.0,333.85,0.83,93.0,74498.0
20160710:0200,13.43,58.15,0.0,-0.0,0.0,334.8,1.03,99.0,74586.0
20160710:0300,13.25,59.1,0.0,-0.0,0.0,354.4,1.1,99.0,74644.0
20160710:0400,12.91,60.95,0.0,-0.0,0.0,355.0,1.1,99.0,74674.0
20160710:0500,12.04,69.25,0.0,-0.0,0.0,356.8,1.17,117.0,74630.0
20160710:0600,11.67,71.1,0.0,-0.0,0.0,351.4,1.24,109.0,74600.0
20160710:0700,11.86,64.45,0.0,-0.0,0.0,348.0,0.9,125.0,74564.0
20160710:0800,11.42,66.85,0.0,-0.0,0.0,338.4,0.83,126.0,74542.0
20160710:0900,11.04,68.65,0.0,-0.0,0.0,338.0,0.97,113.0,74542.0
20160710:1000,10.69,70.7,0.0,-0.0,0.0,341.4,1.1,103.0,74549.0
20160710:1100,10.23,74.1,39.6,0.0,39.6,336.4,1.24,100.0,74556.0
20160710:1200,11.15,71.65,249.85,595.57,93.75,337.8,1.24,102.0,74600.0
20160710:1300,13.43,62.0,435.9,632.18,128.95,334.8,1.1,118.0,74615.0
20160710:1400,15.5,53.95,576.55,581.23,182.5,348.4,1.17,138.0,74615.0
20160710:1500,17.51,45.4,551.0,425.96,199.05,355.8,2.41,127.0,74571.0
20160710:1600,18.43,40.65,679.25,419.37,293.3,367.8,2.48,127.0,74447.0
20160710:1700,19.61,37.2,715.8,467.7,269.75,371.6,2.28,128.0,74374.0
20160710:1800,20.48,34.45,547.8,416.04,163.3,373.8,2.0,129.0,74257.0
20160710:1900,19.5,37.3,613.15,547.82,156.4,364.4,1.72,131.0,74161.0
20160710:2000,20.16,35.15,455.6,475.4,128.25,365.2,0.69,130.0,74118.0
20160710:2100,19.66,35.3,283.15,400.27,83.6,359.4,0.14,284.0,74118.0
20160710:2200,18.37,39.85,91.05,195.59,36.95,357.0,0.83,305.0,74096.0
20160710:2300,16.55,49.15,1.0,0.0,1.0,338.4,0.97,310.0,74242.0
20160711:0000,15.29,57.2,0.0,-0.0,0.0,339.4,0.55,321.0,74366.0
20160711:0100,14.5,61.7,0.0,-0.0,0.0,345.65,0.14,46.0,74461.0
20160711:0200,13.08,69.0,0.0,-0.0,0.0,339.0,0.76,103.0,74535.0
20160711:0300,12.3,72.7,0.0,-0.0,0.0,353.0,1.03,98.0,74571.0
20160711:0400,12.21,73.7,0.0,-0.0,0.0,357.0,1.1,96.0,74615.0
20160711:0500,11.73,75.4,0.0,-0.0,0.0,343.4,1.17,104.0,74586.0
20160711:0600,11.42,75.3,0.0,-0.0,0.0,342.4,1.24,108.0,74564.0
20160711:0700,11.56,70.45,0.0,-0.0,0.0,346.2,1.17,102.0,74520.0
20160711:0800,11.64,70.35,0.0,-0.0,0.0,358.6,1.1,100.0,74469.0
20160711:0900,11.57,71.0,0.0,-0.0,0.0,353.4,0.97,106.0,74483.0
20160711:1000,11.69,70.65,0.0,-0.0,0.0,362.6,1.1,105.0,74498.0
20160711:1100,11.58,71.8,16.95,0.0,16.95,355.4,0.97,105.0,74535.0
20160711:1200,12.13,70.15,146.0,296.8,68.35,367.4,1.03,105.0,74571.0
20160711:1300,13.5,64.3,354.35,445.98,137.9,352.6,1.24,107.0,74578.0
20160711:1400,15.56,55.5,332.85,185.76,206.9,352.4,0.97,142.0,74556.0
20160711:1500,16.44,50.65,382.15,187.04,227.55,367.8,1.59,139.0,74527.0
20160711:1600,17.41,46.7,416.0,182.39,248.05,379.2,1.1,141.0,74425.0
20160711:1700,18.35,42.55,663.8,464.32,220.65,381.6,1.59,132.0,74322.0
20160711:1800,19.89,37.45,503.5,291.35,234.0,369.8,1.31,127.0,74235.0
20160711:1900,19.4,38.15,492.95,311.1,233.3,384.6,0.76,115.0,74140.0
20160711:2000,19.44,37.05,344.4,256.02,167.9,373.8,0.55,355.0,74088.0
20160711:2100,18.31,42.15,199.4,243.26,77.95,367.4,1.1,331.0,74132.0
20160711:2200,16.84,49.8,72.05,112.39,40.9,363.6,1.24,327.0,74132.0
20160711:2300,15.42,57.1,0.5,0.0,0.5,352.0,0.69,330.0,74242.0
20160712:0000,14.75,61.0,0.0,-0.0,0.0,374.6,0.28,322.0,74308.0
20160712:0100,14.24,64.35,0.0,-0.0,0.0,357.85,0.21,36.0,74410.0
20160712:0200,13.84,65.95,0.0,-0.0,0.0,366.4,0.62,98.0,74498.0
20160712:0300,13.94,66.0,0.0,-0.0,0.0,378.8,0.76,100.0,74564.0
20160712:0400,13.73,67.15,0.0,-0.0,0.0,372.0,0.83,106.0,74586.0
20160712:0500,13.4,68.6,0.0,-0.0,0.0,370.2,0.83,118.0,74542.0
20160712:0600,12.95,70.75,0.0,-0.0,0.0,361.0,0.69,119.0,74498.0
20160712:0700,11.63,87.8,0.0,-0.0,0.0,370.4,0.9,111.0,74447.0
20160712:0800,11.73,87.05,0.0,-0.0,0.0,368.8,0.9,111.0,74432.0
20160712:0900,11.72,87.05,0.0,-0.0,0.0,365.8,0.76,115.0,74403.0
20160712:1000,11.5,86.65,0.0,-0.0,0.0,352.0,0.83,107.0,74417.0
20160712:1100,11.36,87.45,23.1,0.0,23.1,370.8,1.03,111.0,74439.0
20160712:1200,11.67,85.25,149.3,251.74,83.55,368.4,1.31,107.0,74505.0
20160712:1300,12.58,78.95,309.8,307.32,160.7,358.2,1.17,114.0,74520.0
20160712:1400,14.37,66.35,286.5,175.19,167.7,361.4,1.24,125.0,74527.0
20160712:1500,15.36,58.95,480.35,290.06,240.5,369.8,1.59,130.0,74505.0
20160712:1600,17.13,49.7,359.05,159.38,212.2,373.2,2.14,130.0,74410.0
20160712:1700,17.62,45.75,568.75,370.21,215.15,379.4,1.93,131.0,74308.0
20160712:1800,18.95,40.1,543.2,306.54,259.4,377.0,1.72,118.0,74205.0
20160712:1900,19.13,37.85,405.05,211.08,228.7,384.8,1.52,107.0,74140.0
20160712:2000,19.2,37.0,347.4,202.83,207.4,381.8,0.9,81.0,74096.0
20160712:2100,18.98,36.5,225.2,179.2,135.6,367.8,0.83,35.0,74096.0
20160712:2200,17.91,40.2,78.05,96.5,51.25,353.4,0.97,324.0,74081.0
20160712:2300,16.18,49.6,0.85,0.0,0.85,348.2,0.9,319.0,74176.0
20160713:0000,15.1,58.05,0.0,-0.0,0.0,351.6,0.55,324.0,74286.0
20160713:0100,14.15,70.4,0.0,-0.0,0.0,341.25,0.28,338.0,74388.0
20160713:0200,13.78,68.0,0.0,-0.0,0.0,350.4,0.21,44.0,74469.0
20160713:0300,12.91,75.05,0.0,-0.0,0.0,348.4,0.48,81.0,74535.0
20160713:0400,12.28,76.0,0.0,-0.0,0.0,342.2,0.69,100.0,74578.0
20160713:0500,11.84,77.35,0.0,-0.0,0.0,351.4,0.76,103.0,74571.0
20160713:0600,11.34,79.4,0.0,-0.0,0.0,347.0,1.1,108.0,74535.0
20160713:0700,11.08,75.55,0.0,-0.0,0.0,357.4,1.1,105.0,74498.0
20160713:0800,10.95,76.0,0.0,-0.0,0.0,352.6,1.24,102.0,74476.0
20160713:0900,10.82,76.35,0.0,-0.0,0.0,347.4,1.24,98.0,74447.0
20160713:1000,10.81,75.7,0.0,-0.0,0.0,350.8,1.1,101.0,74469.0
20160713:1100,10.69,76.7,33.4,0.0,33.4,341.6,1.03,104.0,74469.0
20160713:1200,11.48,74.2,173.8,331.33,87.4,349.6,0.9,102.0,74527.0
20160713:1300,13.05,67.4,303.8,353.39,132.4,338.4,0.9,128.0,74549.0
20160713:1400,14.74,59.55,379.2,301.44,174.75,349.4,0.83,160.0,74527.0
20160713:1500,16.36,50.45,449.3,303.64,198.1,358.8,1.59,137.0,74483.0
20160713:1600,17.87,43.15,388.4,165.13,236.15,364.6,1.45,136.0,74410.0
20160713:1700,18.12,42.8,609.35,336.49,287.7,377.4,0.41,251.0,74352.0
20160713:1800,19.12,40.0,651.7,416.06,266.15,379.4,0.21,262.0,74249.0
20160713:1900,19.52,37.55,459.8,239.79,259.25,376.2,0.21,80.0,74132.0
20160713:2000,19.2,38.45,372.05,276.83,180.75,378.8,0.83,338.0,74088.0
20160713:2100,18.08,43.6,246.1,226.29,132.8,358.8,0.97,321.0,74088.0
20160713:2200,16.96,50.1,64.75,89.49,39.85,356.8,1.03,307.0,74081.0
20160713:2300,15.59,57.7,1.0,0.0,1.0,363.2,0.83,300.0,74183.0
20160714:0000,14.53,65.0,0.0,-0.0,0.0,348.4,0.62,294.0,74344.0
20160714:0100,13.9,69.05,0.0,-0.0,0.0,357.85,0.21,311.0,74447.0
20160714:0200,13.51,71.9,0.0,-0.0,0.0,366.2,0.28,111.0,74513.0
20160714:0300,13.18,74.25,0.0,-0.0,0.0,363.6,0.41,91.0,74571.0
20160714:0400,13.11,74.7,0.0,-0.0,0.0,373.4,0.55,110.0,74600.0
20160714:0500,12.92,74.75,0.0,-0.0,0.0,369.8,0.62,117.0,74578.0
20160714:0600,12.61,75.55,0.0,-0.0,0.0,360.0,0.55,109.0,74513.0
20160714:0700,12.65,69.75,0.0,-0.0,0.0,371.2,0.83,124.0,74461.0
20160714:0800,12.67,69.55,0.0,-0.0,0.0,371.0,0.9,126.0,74432.0
20160714:0900,12.66,69.5,0.0,-0.0,0.0,372.2,0.83,119.0,74410.0
20160714:1000,12.77,69.15,0.0,-0.0,0.0,377.2,0.62,111.0,74454.0
20160714:1100,12.75,69.45,15.9,0.0,15.9,377.2,0.55,124.0,74498.0
20160714:1200,12.78,69.95,74.15,79.12,53.55,366.6,0.62,120.0,74535.0
20160714:1300,13.37,67.8,148.75,83.31,108.35,378.4,0.83,133.0,74622.0
20160714:1400,14.15,64.7,232.55,110.92,157.3,374.6,0.76,170.0,74593.0
20160714:1500,15.3,58.6,421.7,195.36,260.0,375.6,1.1,141.0,74542.0
20160714:1600,16.9,50.2,456.15,187.56,283.1,362.2,1.03,148.0,74439.0
20160714:1700,18.05,44.0,545.7,269.11,288.25,370.0,0.9,171.0,74352.0
20160714:1800,18.93,39.9,591.15,331.15,284.0,369.8,0.62,213.0,74242.0
20160714:1900,19.32,37.45,584.7,420.32,232.8,365.2,0.62,139.0,74140.0
20160714:2000,19.62,34.9,389.4,308.3,176.1,357.4,0.28,321.0,74088.0
20160714:2100,18.86,38.75,249.85,248.72,125.15,368.6,1.31,304.0,74132.0
20160714:2200,17.17,49.1,77.95,91.31,52.5,353.4,1.38,297.0,74118.0
20160714:2300,15.18,61.2,0.9,0.0,0.9,341.2,1.1,281.0,74242.0
20160715:0000,13.82,70.15,0.0,-0.0,0.0,342.0,0.55,296.0,74381.0
20160715:0100,13.44,73.25,0.0,-0.0,0.0,358.05,0.21,263.0,74454.0
20160715:0200,13.4,73.2,0.0,-0.0,0.0,374.8,0.07,95.0,74527.0
20160715:0300,13.17,73.95,0.0,-0.0,0.0,374.2,0.14,135.0,74586.0
20160715:0400,12.8,75.35,0.0,-0.0,0.0,366.4,0.07,33.0,74608.0
20160715:0500,12.34,78.05,0.0,-0.0,0.0,357.4,0.41,32.0,74600.0
20160715:0600,12.0,79.75,0.0,-0.0,0.0,358.0,0.48,71.0,74520.0
20160715:0700,12.14,76.75,0.0,-0.0,0.0,361.8,0.76,77.0,74483.0
20160715:0800,11.92,77.7,0.0,-0.0,0.0,361.6,0.48,100.0,74432.0
20160715:0900,11.73,77.85,0.0,-0.0,0.0,361.6,0.62,126.0,74432.0
20160715:1000,11.6,77.8,0.0,-0.0,0.0,359.4,0.62,114.0,74476.0
20160715:1100,11.42,77.95,31.3,0.0,31.3,359.8,0.69,109.0,74527.0
20160715:1200,11.85,75.05,213.35,409.39,106.9,364.2,0.62,113.0,74593.0
20160715:1300,13.36,66.45,398.0,526.87,142.55,344.4,0.28,190.0,74600.0
20160715:1400,15.24,57.0,531.9,571.67,143.95,345.4,0.34,240.0,74593.0
20160715:1500,16.9,49.95,570.3,492.35,162.55,349.6,0.41,226.0,74535.0
20160715:1600,17.9,45.9,480.2,307.17,196.6,360.8,0.55,237.0,74417.0
20160715:1700,17.75,47.15,576.15,389.05,203.65,371.0,0.55,261.0,74322.0
20160715:1800,17.76,48.75,640.15,524.66,153.05,370.2,0.9,307.0,74227.0
20160715:1900,18.67,42.25,458.55,283.56,220.9,360.2,0.48,304.0,74154.0
